Sonde serial number                          	N4620333
Balloon release date and time                	2020-11-09T03:21:03
Sonde type                                   	RS41-SGP

   n AscRate HeightMSL      P Temp    RH  Dewp Dir Speed  VirT       Lat        Lon  MixR CompRng CompAz
         m/s         m    hPa   °C     %    °C   °   m/s     K         °          °  g/kg       m      °
 502     3.0      2564  755.2 12.0  76.2   8.0 245   4.4 286.7 25.008505 121.495652  8.90    4442    261
 503     3.6      2568  754.9 12.0  75.8   7.9 246   4.4 286.7 25.008528 121.495672  8.84    4439    261
 504     3.9      2572  754.6 12.0  75.2   7.8 246   4.4 286.7 25.008550 121.495693  8.77    4437    261
 505     4.0      2576  754.3 12.0  74.6   7.6 247   4.4 286.7 25.008573 121.495714  8.70    4434    261
 506     2.3      2578  754.0 12.0  74.0   7.5 247   4.4 286.6 25.008595 121.495735  8.64    4432    261
 507     3.5      2582  753.7 12.0  73.5   7.4 248   4.4 286.6 25.008617 121.495757  8.58    4429    261
 508     3.5      2585  753.4 12.0  73.1   7.3 248   4.5 286.6 25.008638 121.495780  8.53    4427    261
 509     2.6      2588  753.1 12.0  72.6   7.2 249   4.5 286.6 25.008660 121.495803  8.47    4424    261
 510     3.2      2591  752.8 12.0  71.7   7.1 249   4.5 286.6 25.008681 121.495826  8.38    4421    261
 511     3.1      2594  752.5 12.0  70.6   6.8 250   4.5 286.6 25.008702 121.495851  8.25    4418    262
 512     3.2      2597  752.2 12.0  69.7   6.7 250   4.5 286.6 25.008722 121.495876  8.15    4416    262
 513     3.3      2600  751.9 12.0  69.2   6.5 251   4.5 286.6 25.008742 121.495902  8.10    4413    262
 514     4.0      2604  751.6 12.0  68.9   6.5 251   4.5 286.5 25.008762 121.495929  8.06    4410    262
 515     3.8      2608  751.3 12.0  68.4   6.4 252   4.5 286.5 25.008781 121.495957  8.00    4407    262
 516     3.1      2611  751.0 12.0  67.6   6.2 252   4.5 286.5 25.008800 121.495986  7.92    4403    262
 517     4.1      2615  750.7 12.0  66.8   6.0 253   4.5 286.5 25.008819 121.496016  7.82    4400    262
 518     3.3      2619  750.3 12.0  66.3   5.9 253   4.5 286.5 25.008837 121.496047  7.75    4397    262
 519     3.5      2622  750.0 12.0  66.2   5.9 253   4.6 286.5 25.008855 121.496079  7.74    4393    262
 520     4.0      2626  749.7 11.9  66.4   5.9 254   4.6 286.4 25.008872 121.496112  7.76    4390    262
 521     4.5      2631  749.3 11.9  66.5   5.9 254   4.6 286.4 25.008889 121.496146  7.76    4386    262
 522     3.5      2634  749.0 11.9  66.5   5.9 255   4.6 286.4 25.008905 121.496182  7.74    4382    262
 523     3.3      2638  748.7 11.9  66.4   5.8 255   4.6 286.3 25.008920 121.496219  7.72    4378    262
 524     3.4      2641  748.3 11.8  66.3   5.8 256   4.6 286.3 25.008935 121.496258  7.70    4374    262
 525     4.3      2645  748.0 11.8  66.2   5.7 256   4.6 286.3 25.008949 121.496298  7.68    4370    262
 526     4.7      2650  747.7 11.8  66.2   5.7 256   4.6 286.2 25.008963 121.496339  7.67    4365    262
 527     3.2      2653  747.4 11.7  66.2   5.7 257   4.6 286.2 25.008976 121.496382  7.66    4361    262
 528     2.0      2655  747.1 11.7  66.2   5.6 257   4.7 286.2 25.008989 121.496426  7.64    4356    262
 529     3.3      2658  746.8 11.7  66.1   5.6 257   4.7 286.2 25.009000 121.496473  7.63    4352    262
 530     3.4      2662  746.4 11.7  66.1   5.6 258   4.7 286.1 25.009011 121.496520  7.62    4347    262
 531     4.0      2666  746.1 11.6  66.1   5.5 258   4.7 286.1 25.009021 121.496570  7.60    4341    262
 532     4.3      2670  745.8 11.6  66.0   5.5 259   4.7 286.1 25.009031 121.496621  7.58    4336    262
 533     4.2      2674  745.5 11.6  65.6   5.4 259   4.7 286.0 25.009040 121.496674  7.53    4331    262
 534     2.6      2677  745.2 11.6  64.9   5.2 259   4.7 286.0 25.009047 121.496730  7.45    4325    262
 535     3.9      2681  744.8 11.6  64.1   5.0 259   4.7 286.0 25.009055 121.496787  7.35    4319    262
 536     3.3      2684  744.5 11.6  63.3   4.8 260   4.7 286.0 25.009061 121.496846  7.26    4313    262
 537     3.8      2688  744.2 11.5  62.9   4.7 260   4.7 285.9 25.009066 121.496907  7.21    4307    262
 538     3.7      2692  743.9 11.5  62.7   4.7 260   4.7 285.9 25.009071 121.496970  7.19    4301    262
 539     3.2      2695  743.6 11.5  62.4   4.6 261   4.8 285.9 25.009074 121.497035  7.15    4294    262
 540     3.1      2698  743.3 11.5  61.8   4.4 261   4.8 285.9 25.009077 121.497103  7.07    4287    262
 541     4.3      2702  742.9 11.5  60.9   4.2 261   4.8 285.9 25.009080 121.497172  6.97    4280    262
 542     3.6      2706  742.6 11.5  60.4   4.1 261   4.8 285.8 25.009089 121.497239  6.91    4274    262
 543     3.4      2709  742.3 11.5  60.4   4.1 262   4.8 285.8 25.009110 121.497301  6.90    4267    262
 544     3.3      2713  742.0 11.4  60.2   4.0 262   4.8 285.8 25.009135 121.497361  6.87    4261    262
 545     3.2      2716  741.7 11.4  59.6   3.9 263   4.8 285.8 25.009156 121.497420  6.80    4254    262
 546     3.7      2719  741.3 11.4  59.0   3.7 263   4.8 285.7 25.009162 121.497469  6.73    4249    262
 547     3.7      2723  741.0 11.4  58.4   3.5 263   4.8 285.7 25.009153 121.497507  6.65    4246    262
 548     4.1      2727  740.7 11.4  57.7   3.4 264   4.9 285.7 25.009131 121.497535  6.57    4243    262
 549     4.6      2732  740.3 11.4  57.2   3.2 264   4.9 285.6 25.009108 121.497559  6.51    4241    262
 550     4.2      2736  740.0 11.3  57.0   3.1 264   4.9 285.6 25.009100 121.497592  6.48    4238    262
 551     3.5      2740  739.6 11.3  56.7   3.1 264   4.9 285.6 25.009101 121.497636  6.44    4234    262
 552     4.0      2744  739.3 11.3  56.3   3.0 265   4.9 285.6 25.009109 121.497690  6.39    4228    262
 553     2.7      2746  739.0 11.3  55.8   2.8 265   4.9 285.5 25.009135 121.497746  6.33    4222    262
 554     4.1      2750  738.6 11.3  55.4   2.7 265   5.0 285.5 25.009164 121.497803  6.27    4216    262
 555     3.8      2754  738.3 11.2  55.2   2.6 266   5.0 285.5 25.009172 121.497856  6.25    4211    262
 556     3.8      2758  738.0 11.2  55.2   2.6 266   5.0 285.5 25.009169 121.497906  6.24    4206    262
 557     3.6      2761  737.7 11.2  55.3   2.6 266   5.1 285.4 25.009168 121.497955  6.24    4201    262
 558     4.1      2766  737.4 11.2  55.2   2.5 266   5.1 285.4 25.009162 121.498010  6.22    4195    262
 559     2.8      2768  737.0 11.2  55.0   2.5 267   5.1 285.4 25.009151 121.498068  6.20    4190    262
 560     3.9      2772  736.7 11.1  54.9   2.4 267   5.1 285.3 25.009144 121.498122  6.18    4185    262
 561     4.1      2776  736.4 11.1  54.9   2.4 267   5.2 285.3 25.009141 121.498169  6.17    4180    262
 562     2.6      2779  736.1 11.1  54.9   2.4 267   5.2 285.3 25.009141 121.498208  6.16    4176    262
 563     3.5      2782  735.8 11.0  55.0   2.4 267   5.2 285.3 25.009141 121.498246  6.16    4172    262
 564     3.5      2786  735.5 11.0  55.1   2.4 267   5.3 285.2 25.009140 121.498287  6.17    4168    262
 565     3.4      2789  735.2 11.0  55.2   2.4 267   5.3 285.2 25.009139 121.498329  6.16    4164    262
 566     3.9      2793  734.9 11.0  55.0   2.3 267   5.3 285.2 25.009138 121.498371  6.14    4160    262
 567     3.0      2796  734.6 10.9  54.9   2.2 267   5.4 285.1 25.009141 121.498416  6.12    4155    262
 568     3.8      2800  734.2 10.9  54.7   2.2 267   5.4 285.1 25.009148 121.498463  6.09    4150    262
 569     4.5      2805  733.9 10.9  54.3   2.0 268   5.4 285.1 25.009155 121.498516  6.04    4145    262
 570     3.7      2808  733.6 10.9  53.6   1.9 268   5.5 285.0 25.009163 121.498575  5.96    4139    262
 571     3.9      2812  733.3 10.8  53.1   1.7 268   5.5 285.0 25.009169 121.498640  5.89    4132    262
 572     2.9      2815  732.9 10.8  52.5   1.5 268   5.6 285.0 25.009175 121.498711  5.83    4125    262
 573     3.8      2819  732.6 10.8  52.2   1.4 268   5.6 285.0 25.009180 121.498787  5.78    4118    262
 574     3.5      2822  732.3 10.8  52.1   1.4 267   5.6 284.9 25.009185 121.498867  5.77    4109    262
 575     3.3      2826  732.0 10.8  52.2   1.4 267   5.7 284.9 25.009188 121.498951  5.77    4101    262
 576     4.5      2830  731.6 10.7  52.3   1.4 267   5.7 284.9 25.009192 121.499037  5.77    4092    262
 577     4.3      2835  731.3 10.7  52.4   1.4 267   5.8 284.8 25.009194 121.499126  5.77    4083    262
 578     4.0      2839  731.0 10.6  52.4   1.3 267   5.9 284.8 25.009196 121.499216  5.76    4074    262
 579     3.1      2842  730.7 10.6  52.4   1.3 267   5.9 284.8 25.009198 121.499306  5.75    4065    262
 580     2.8      2844  730.3 10.6  52.3   1.2 267   6.0 284.7 25.009200 121.499396  5.73    4056    262
 581     3.3      2848  730.0 10.6  52.2   1.2 267   6.0 284.7 25.009201 121.499486  5.72    4047    262
 582     4.5      2852  729.7 10.5  52.0   1.1 267   6.1 284.7 25.009202 121.499574  5.68    4039    262
 583     3.5      2856  729.4 10.5  51.8   1.0 267   6.1 284.6 25.009203 121.499659  5.65    4030    261
 584     3.7      2860  729.0 10.5  51.6   1.0 267   6.2 284.6 25.009204 121.499742  5.63    4022    261
 585     4.7      2864  728.7 10.5  51.5   0.9 267   6.2 284.6 25.009206 121.499820  5.61    4014    261
 586     2.8      2867  728.4 10.5  51.4   0.9 267   6.3 284.6 25.009207 121.499895  5.60    4006    261
 587     4.5      2871  728.1 10.4  51.5   0.9 267   6.3 284.5 25.009208 121.499964  5.60    4000    261
 588     3.0      2875  727.7 10.4  51.7   0.9 267   6.4 284.5 25.009210 121.500027  5.61    3993    261
 589     3.3      2878  727.4 10.4  51.8   0.9 266   6.4 284.5 25.009212 121.500084  5.62    3987    261
 590     3.9      2882  727.1 10.3  52.1   1.0 266   6.5 284.5 25.009214 121.500133  5.65    3983    261
 591     3.4      2885  726.8 10.3  52.7   1.1 266   6.5 284.4 25.009217 121.500174  5.70    3978    261
 592     4.5      2890  726.4 10.3  53.7   1.3 266   6.6 284.4 25.009220 121.500207  5.80    3975    261
 593     4.0      2894  726.1 10.2  55.0   1.6 266   6.6 284.4 25.009224 121.500229  5.92    3973    261
 594     4.1      2898  725.7 10.2  55.7   1.7 266   6.7 284.4 25.009228 121.500242  5.99    3971    261
 595     3.5      2901  725.4 10.2  55.9   1.8 266   6.7 284.3 25.009233 121.500250  6.00    3971    261
 596     3.8      2905  725.0 10.1  56.2   1.8 266   6.8 284.3 25.009237 121.500277  6.02    3968    261
 597     4.5      2909  724.7 10.1  56.8   1.9 266   6.8 284.3 25.009241 121.500327  6.08    3963    261
 598     4.5      2914  724.3 10.0  57.5   2.0 265   6.8 284.3 25.009243 121.500392  6.13    3956    261
 599     4.2      2918  724.0 10.0  58.3   2.2 265   6.9 284.2 25.009244 121.500462  6.21    3949    261
 600     3.9      2922  723.6 10.0  59.4   2.4 265   6.9 284.2 25.009246 121.500536  6.31    3942    261
 601     4.5      2926  723.3  9.9  60.8   2.7 265   6.9 284.2 25.009250 121.500610  6.44    3934    261
 602     3.3      2930  722.9  9.9  62.2   3.0 265   7.0 284.2 25.009257 121.500681  6.58    3927    261
 603     3.7      2933  722.6  9.8  63.3   3.2 265   7.0 284.1 25.009259 121.500756  6.69    3920    261
 604     4.0      2937  722.3  9.8  63.8   3.3 265   7.0 284.1 25.009262 121.500830  6.72    3912    261
 605     4.0      2941  721.9  9.8  63.8   3.3 264   7.0 284.1 25.009264 121.500904  6.72    3905    261
 606     3.3      2945  721.6  9.7  64.1   3.3 264   7.1 284.1 25.009266 121.500978  6.74    3897    261
 607     3.8      2949  721.3  9.7  65.0   3.5 264   7.1 284.0 25.009268 121.501051  6.81    3890    261
 608     4.2      2953  721.0  9.7  66.3   3.7 264   7.1 284.0 25.009270 121.501125  6.94    3883    261
 609     3.4      2956  720.6  9.6  67.7   3.9 264   7.1 284.0 25.009272 121.501197  7.06    3875    261
 610     3.5      2960  720.3  9.6  68.8   4.1 263   7.2 284.0 25.009274 121.501270  7.16    3868    261
 611     3.7      2963  720.0  9.5  69.9   4.3 263   7.2 283.9 25.009288 121.501331  7.26    3862    261
 612     3.8      2967  719.7  9.5  70.9   4.5 263   7.2 283.9 25.009303 121.501391  7.34    3856    261
 613     3.0      2970  719.4  9.4  71.8   4.6 262   7.2 283.9 25.009319 121.501451  7.42    3849    261
 614     4.2      2974  719.1  9.4  72.3   4.7 262   7.2 283.8 25.009334 121.501511  7.46    3843    261
 615     4.3      2979  718.7  9.4  72.5   4.7 262   7.3 283.8 25.009350 121.501572  7.46    3837    261
 616     1.9      2981  718.4  9.3  72.5   4.7 261   7.3 283.8 25.009365 121.501632  7.45    3830    261
 617     5.0      2985  718.1  9.3  73.0   4.7 261   7.3 283.7 25.009381 121.501692  7.48    3824    261
 618     4.1      2990  717.7  9.3  73.7   4.8 261   7.3 283.7 25.009397 121.501753  7.54    3818    261
 619     4.2      2994  717.4  9.2  74.4   4.9 260   7.3 283.7 25.009413 121.501813  7.59    3812    261
 620     3.4      2997  717.0  9.2  74.9   5.0 260   7.4 283.6 25.009429 121.501874  7.62    3805    261
 621     4.3      3002  716.7  9.1  75.3   5.0 260   7.4 283.6 25.009445 121.501935  7.63    3799    261
 622     4.7      3006  716.4  9.1  75.5   5.0 259   7.4 283.5 25.009462 121.501996  7.64    3793    261
 623     3.9      3010  716.0  9.0  76.0   5.1 259   7.4 283.5 25.009478 121.502057  7.68    3786    261
 624     3.7      3014  715.7  9.0  76.7   5.1 258   7.4 283.5 25.009495 121.502118  7.73    3780    261
 625     3.9      3018  715.3  9.0  77.3   5.2 258   7.5 283.5 25.009512 121.502180  7.78    3773    261
 626     3.2      3021  715.0  8.9  78.0   5.3 258   7.5 283.4 25.009529 121.502242  7.83    3767    261
 627     4.0      3025  714.7  8.9  79.1   5.5 257   7.5 283.4 25.009547 121.502304  7.92    3760    261
 628     3.5      3028  714.3  8.8  80.3   5.6 257   7.5 283.4 25.009565 121.502366  8.02    3754    261
 629     4.4      3033  714.0  8.8  81.6   5.8 257   7.6 283.3 25.009583 121.502428  8.11    3747    261
 630     5.1      3038  713.6  8.7  82.4   5.9 257   7.6 283.3 25.009601 121.502491  8.18    3741    262
 631     3.7      3042  713.3  8.7  82.9   6.0 256   7.6 283.3 25.009620 121.502554  8.21    3734    262
 632     3.6      3045  713.0  8.7  83.4   6.0 256   7.6 283.2 25.009639 121.502618  8.24    3728    262
 633     3.5      3049  712.6  8.6  83.9   6.0 256   7.6 283.2 25.009658 121.502681  8.27    3721    262
 634     4.1      3053  712.3  8.6  84.3   6.1 255   7.7 283.1 25.009678 121.502745  8.29    3714    262
 635     4.1      3057  711.9  8.5  84.4   6.1 255   7.7 283.1 25.009698 121.502810  8.28    3707    262
 636     4.0      3061  711.6  8.5  84.3   6.0 255   7.7 283.1 25.009719 121.502875  8.25    3701    262
 637     2.9      3064  711.3  8.5  84.2   6.0 254   7.7 283.0 25.009740 121.502940  8.24    3694    262
 638     4.7      3069  710.9  8.4  84.3   6.0 254   7.8 283.0 25.009761 121.503005  8.23    3687    262
 639     4.5      3073  710.6  8.4  84.4   5.9 254   7.8 283.0 25.009783 121.503071  8.23    3680    262
 640     3.8      3077  710.3  8.4  84.6   5.9 253   7.8 282.9 25.009805 121.503137  8.23    3673    262
 641     3.3      3080  710.0  8.4  84.7   5.9 253   7.8 282.9 25.009828 121.503204  8.22    3666    262
 642     3.3      3083  709.6  8.3  84.7   5.9 253   7.8 282.9 25.009851 121.503271  8.21    3659    262
 643     3.7      3087  709.3  8.3  84.6   5.9 253   7.9 282.9 25.009875 121.503339  8.19    3652    262
 644     3.9      3091  709.0  8.3  84.3   5.8 252   7.9 282.8 25.009899 121.503407  8.16    3645    262
 645     3.5      3095  708.7  8.3  84.2   5.8 252   7.9 282.8 25.009924 121.503476  8.14    3637    262
 646     3.6      3098  708.4  8.2  84.1   5.7 252   7.9 282.8 25.009949 121.503545  8.12    3630    262
 647     3.7      3102  708.0  8.2  84.0   5.7 251   8.0 282.7 25.009975 121.503615  8.10    3623    262
 648     4.1      3106  707.7  8.2  83.9   5.6 251   8.0 282.7 25.010002 121.503685  8.07    3615    262
 649     4.8      3111  707.4  8.2  83.9   5.6 251   8.0 282.7 25.010029 121.503756  8.06    3608    262
 650     3.4      3114  707.0  8.1  84.0   5.6 251   8.0 282.7 25.010056 121.503827  8.06    3600    262
 651     3.7      3118  706.7  8.1  83.9   5.5 250   8.0 282.6 25.010085 121.503899  8.04    3592    262
 652     4.1      3122  706.4  8.1  83.7   5.5 250   8.1 282.6 25.010114 121.503971  8.01    3585    262
 653     3.5      3125  706.0  8.0  83.4   5.4 250   8.1 282.6 25.010143 121.504045  7.97    3577    262
 654     4.6      3130  705.7  8.0  83.4   5.4 250   8.1 282.5 25.010174 121.504118  7.96    3569    262
 655     3.9      3134  705.4  8.0  83.6   5.4 249   8.1 282.5 25.010205 121.504193  7.96    3561    262
 656     2.8      3137  705.1  8.0  83.7   5.4 249   8.2 282.5 25.010237 121.504268  7.96    3553    262
 657     4.4      3141  704.7  7.9  83.9   5.4 249   8.2 282.4 25.010269 121.504343  7.96    3545    262
 658     4.2      3145  704.4  7.9  84.1   5.4 249   8.2 282.4 25.010302 121.504420  7.97    3537    262
 659     3.5      3149  704.0  7.9  84.4   5.4 248   8.2 282.4 25.010336 121.504497  7.98    3529    262
 660     3.7      3153  703.7  7.8  84.7   5.4 248   8.2 282.3 25.010371 121.504575  7.99    3521    262
 661     4.3      3157  703.4  7.8  85.0   5.4 248   8.3 282.3 25.010407 121.504653  8.00    3512    262
 662     4.5      3161  703.0  7.7  85.4   5.5 248   8.3 282.3 25.010443 121.504732  8.03    3504    262
 663     4.2      3166  702.7  7.7  85.7   5.5 247   8.3 282.2 25.010480 121.504812  8.04    3495    263
 664     4.7      3170  702.3  7.7  85.8   5.5 247   8.3 282.2 25.010519 121.504893  8.04    3487    263
 665     3.5      3174  702.0  7.7  85.8   5.4 247   8.3 282.2 25.010557 121.504975  8.03    3478    263
 666     3.7      3178  701.7  7.6  85.8   5.4 247   8.3 282.2 25.010597 121.505057  8.01    3469    263
 667     3.1      3181  701.4  7.6  85.8   5.4 246   8.4 282.1 25.010638 121.505140  8.01    3460    263
 668     3.7      3184  701.0  7.6  86.0   5.4 246   8.4 282.1 25.010680 121.505224  8.01    3451    263
 669     3.9      3188  700.7  7.5  86.1   5.4 246   8.4 282.1 25.010722 121.505309  8.00    3442    263
 670     3.8      3192  700.4  7.5  86.1   5.3 246   8.4 282.0 25.010766 121.505394  7.98    3433    263
 671     3.4      3195  700.1  7.5  85.9   5.3 246   8.4 282.0 25.010810 121.505481  7.95    3424    263
 672     3.5      3199  699.8  7.4  85.5   5.2 245   8.5 281.9 25.010855 121.505568  7.90    3414    263
 673     4.6      3204  699.4  7.4  85.2   5.1 245   8.5 281.9 25.010902 121.505657  7.86    3405    263
 674     4.6      3208  699.1  7.4  85.0   5.0 245   8.5 281.9 25.010949 121.505746  7.84    3395    263
 675     3.0      3211  698.8  7.4  84.9   5.0 245   8.5 281.8 25.010997 121.505836  7.81    3385    263
 676     4.1      3215  698.4  7.3  84.5   4.9 245   8.5 281.8 25.011046 121.505927  7.77    3376    263
 677     3.9      3219  698.1  7.3  83.8   4.8 244   8.5 281.8 25.011092 121.506015  7.70    3366    263
 678     3.9      3223  697.8  7.3  83.0   4.6 244   8.5 281.7 25.011135 121.506097  7.61    3357    263
 679     3.6      3227  697.5  7.3  82.2   4.4 244   8.5 281.7 25.011175 121.506173  7.53    3349    264
 680     4.7      3231  697.1  7.3  81.3   4.3 244   8.6 281.7 25.011213 121.506243  7.44    3342    264
 681     3.7      3235  696.8  7.2  80.0   4.0 244   8.6 281.6 25.011249 121.506310  7.32    3335    264
 682     3.0      3238  696.5  7.2  79.3   3.9 244   8.6 281.6 25.011282 121.506376  7.25    3328    264
 683     3.9      3242  696.2  7.2  79.2   3.9 243   8.6 281.6 25.011309 121.506447  7.23    3320    264
 684     3.0      3245  695.9  7.2  79.3   3.8 243   8.6 281.6 25.011337 121.506524  7.23    3312    264
 685     3.4      3248  695.6  7.2  79.4   3.8 243   8.6 281.5 25.011365 121.506605  7.23    3304    264
 686     3.1      3251  695.3  7.1  79.7   3.9 243   8.6 281.5 25.011390 121.506686  7.24    3295    264
 687     4.3      3256  695.0  7.1  80.4   3.9 243   8.6 281.5 25.011419 121.506769  7.29    3287    264
 688     4.1      3260  694.7  7.0  81.2   4.0 243   8.7 281.4 25.011456 121.506854  7.33    3278    264
 689     4.5      3264  694.3  7.0  81.4   4.0 242   8.7 281.4 25.011496 121.506937  7.34    3269    264
 690     4.3      3269  694.0  7.0  81.5   4.0 242   8.7 281.4 25.011543 121.507015  7.34    3260    264
 691     3.2      3272  693.7  6.9  81.8   4.0 242   8.7 281.3 25.011595 121.507086  7.35    3253    264
 692     3.7      3276  693.4  6.9  82.3   4.1 242   8.7 281.3 25.011645 121.507155  7.38    3245    264
 693     3.1      3279  693.0  6.9  83.0   4.2 242   8.7 281.3 25.011687 121.507219  7.43    3238    264
 694     4.4      3283  692.7  6.8  83.7   4.3 242   8.7 281.2 25.011730 121.507283  7.48    3231    264
 695     3.6      3287  692.4  6.8  84.5   4.4 242   8.7 281.2 25.011773 121.507350  7.53    3224    264
 696     4.3      3291  692.1  6.8  85.5   4.5 242   8.7 281.2 25.011813 121.507421  7.61    3217    265
 697     3.8      3295  691.7  6.7  86.6   4.6 242   8.7 281.2 25.011843 121.507492  7.69    3209    265
 698     4.1      3299  691.4  6.7  87.3   4.7 242   8.7 281.2 25.011863 121.507566  7.74    3202    265
 699     3.6      3303  691.1  6.6  87.6   4.7 242   8.7 281.1 25.011880 121.507640  7.75    3194    265
 700     3.7      3306  690.7  6.6  87.4   4.7 242   8.7 281.1 25.011910 121.507718  7.72    3186    265
 701     4.6      3311  690.4  6.6  86.9   4.6 242   8.7 281.0 25.011963 121.507805  7.66    3177    265
 702     4.0      3315  690.1  6.6  86.2   4.4 242   8.7 281.0 25.012019 121.507894  7.59    3167    265
 703     3.3      3318  689.8  6.5  85.4   4.3 242   8.7 281.0 25.012065 121.507980  7.51    3158    265
 704     3.2      3321  689.4  6.5  85.0   4.2 242   8.6 280.9 25.012099 121.508057  7.47    3150    265
 705     4.3      3326  689.1  6.5  85.1   4.2 243   8.6 280.9 25.012131 121.508126  7.47    3143    265
 706     4.7      3330  688.8  6.5  85.2   4.2 243   8.6 280.9 25.012163 121.508196  7.47    3135    265
 707     4.1      3334  688.4  6.4  85.0   4.1 243   8.6 280.9 25.012200 121.508271  7.44    3127    265
 708     4.5      3339  688.1  6.4  84.3   4.0 243   8.6 280.8 25.012242 121.508350  7.37    3119    265
 709     3.5      3342  687.8  6.4  82.8   3.7 243   8.6 280.8 25.012288 121.508430  7.24    3111    265
 710     2.9      3345  687.4  6.4  80.5   3.3 243   8.7 280.7 25.012337 121.508507  7.03    3102    265
 711     4.1      3349  687.1  6.4  77.9   2.8 243   8.7 280.7 25.012379 121.508585  6.81    3094    265
 712     4.3      3354  686.8  6.4  76.6   2.6 243   8.7 280.7 25.012395 121.508656  6.69    3087    265
 713     4.0      3358  686.5  6.4  76.5   2.5 244   8.7 280.7 25.012412 121.508726  6.67    3080    266
 714     3.9      3362  686.1  6.3  76.2   2.5 244   8.7 280.6 25.012441 121.508802  6.63    3072    266
 715     3.7      3365  685.8  6.3  74.7   2.2 244   8.7 280.6 25.012474 121.508880  6.50    3064    266
 716     3.7      3369  685.5  6.3  73.2   1.9 244   8.7 280.5 25.012507 121.508955  6.36    3056    266
 717     5.0      3374  685.1  6.3  71.2   1.5 244   8.8 280.5 25.012536 121.509030  6.19    3048    266
 718     3.5      3378  684.8  6.3  68.4   0.9 245   8.8 280.5 25.012564 121.509107  5.94    3040    266
 719     3.6      3381  684.5  6.3  65.7   0.4 245   8.8 280.4 25.012588 121.509184  5.71    3032    266
 720     3.8      3385  684.2  6.3  64.6   0.1 245   8.9 280.4 25.012614 121.509257  5.62    3024    266
 721     4.2      3389  683.9  6.3  64.4   0.1 245   8.9 280.4 25.012645 121.509327  5.60    3017    266
 722     2.9      3392  683.6  6.3  63.7  -0.1 245   8.9 280.4 25.012676 121.509398  5.53    3010    266
 723     3.3      3395  683.3  6.3  61.5  -0.6 245   9.0 280.3 25.012706 121.509469  5.34    3002    266
 724     4.6      3400  683.0  6.3  58.5  -1.3 246   9.0 280.3 25.012737 121.509541  5.08    2995    266
 725     3.4      3403  682.7  6.3  55.4  -2.0 246   9.1 280.2 25.012766 121.509617  4.81    2987    266
 726     3.4      3407  682.3  6.3  53.4  -2.5 246   9.1 280.2 25.012796 121.509699  4.64    2979    266
 727     3.4      3410  682.0  6.3  52.5  -2.7 246   9.2 280.2 25.012824 121.509784  4.57    2970    266
 728     4.7      3415  681.7  6.3  51.9  -2.9 246   9.2 280.2 25.012850 121.509870  4.51    2961    266
 729     3.2      3418  681.4  6.3  50.4  -3.3 246   9.3 280.1 25.012876 121.509956  4.38    2952    266
 730     3.2      3421  681.1  6.2  48.2  -3.9 246   9.3 280.1 25.012903 121.510045  4.19    2943    266
 731     4.9      3426  680.8  6.3  45.5  -4.7 246   9.4 280.1 25.012928 121.510142  3.95    2933    266
 732     3.8      3430  680.5  6.3  42.3  -5.6 246   9.4 280.0 25.012952 121.510245  3.68    2922    266
 733     2.8      3433  680.2  6.3  38.3  -6.9 246   9.5 280.0 25.012976 121.510351  3.33    2912    266
 734     3.5      3436  679.9  6.3  34.7  -8.1 246   9.5 280.0 25.013003 121.510457  3.03    2901    267
 735     3.7      3440  679.6  6.3  32.5  -9.0 246   9.6 280.0 25.013035 121.510558  2.84    2890    267
 736     4.3      3444  679.3  6.3  30.7  -9.7 246   9.7 280.0 25.013068 121.510652  2.68    2881    267
 737     3.0      3447  679.0  6.4  29.1 -10.3 246   9.7 280.0 25.013101 121.510740  2.55    2872    267
 738     4.1      3451  678.7  6.4  28.2 -10.7 246   9.8 280.0 25.013139 121.510823  2.48    2863    267
 739     3.5      3455  678.4  6.5  28.5 -10.5 246   9.9 280.1 25.013181 121.510905  2.51    2854    267
 740     3.8      3459  678.1  6.5  29.0 -10.3 246   9.9 280.1 25.013229 121.510991  2.57    2845    267
 741     4.0      3463  677.7  6.5  29.2 -10.1 246  10.0 280.1 25.013280 121.511075  2.59    2837    267
 742     3.6      3466  677.4  6.5  28.7 -10.3 246  10.1 280.1 25.013329 121.511153  2.55    2829    267
 743     3.9      3470  677.1  6.6  27.0 -11.1 246  10.1 280.1 25.013371 121.511230  2.40    2821    267
 744     4.0      3474  676.8  6.6  24.2 -12.4 246  10.2 280.1 25.013407 121.511318  2.16    2811    267
 745     3.5      3478  676.5  6.7  21.0 -14.1 246  10.3 280.1 25.013441 121.511411  1.88    2802    267
 746     3.4      3481  676.2  6.7  18.5 -15.6 246  10.3 280.2 25.013476 121.511507  1.67    2792    267
 747     3.6      3484  675.9  6.8  17.7 -16.1 246  10.4 280.2 25.013515 121.511600  1.60    2782    268
 748     3.7      3488  675.6  6.8  17.8 -16.0 246  10.5 280.3 25.013560 121.511692  1.62    2773    268
 749     3.2      3491  675.3  6.9  17.8 -16.0 246  10.5 280.3 25.013605 121.511788  1.62    2763    268
 750     3.8      3495  675.0  6.9  17.4 -16.2 246  10.6 280.3 25.013648 121.511887  1.59    2753    268
 751     3.9      3499  674.7  6.9  16.6 -16.7 246  10.6 280.4 25.013690 121.511984  1.52    2743    268
 752     4.5      3504  674.4  7.0  15.6 -17.5 246  10.7 280.4 25.013736 121.512079  1.43    2733    268
